order_id,customer_id,order_created_at,order_amount,currency,order_status
O108561,C10561,2026-01-15 22:47:49.631991+00:00,241.5,EUR,completed
O108562,C10562,2026-01-15 22:54:49.631991+00:00,243.0,EUR,completed
O108563,C10563,2026-01-15 23:01:49.631991+00:00,244.5,EUR,completed
O108564,C10564,2026-01-15 23:08:49.631991+00:00,246.0,EUR,completed
O108565,C10565,2026-01-15 23:15:49.631991+00:00,247.5,EUR,completed
O108566,C10566,2026-01-15 23:22:49.631991+00:00,249.0,EUR,completed
O108567,C10567,2026-01-15 23:29:49.631991+00:00,250.5,EUR,completed
O108568,C10568,2026-01-15 23:36:49.631991+00:00,252.0,EUR,refunded
O108569,,2026-01-15 23:43:49.631991+00:00,253.5,EUR,cancelled
O108570,C10570,2026-01-15 23:50:49.631991+00:00,255.0,EUR,completed
O108571,C10571,2026-01-15 23:57:49.631991+00:00,256.5,EUR,completed
O108572,C10572,2026-01-16 00:04:49.631991+00:00,258.0,EUR,completed
O108573,C10573,2026-01-16 00:11:49.631991+00:00,259.5,EUR,completed
O108574,C10574,2026-01-16 00:18:49.631991+00:00,261.0,EUR,cancelled
O108575,C10575,2026-01-16 00:25:49.631991+00:00,262.5,EUR,completed
O108576,C10576,2026-01-16 00:32:49.631991+00:00,264.0,EUR,completed
O108577,C10577,2026-01-16 00:39:49.631991+00:00,265.5,EUR,completed
O108578,C10578,2026-01-16 00:46:49.631991+00:00,267.0,EUR,completed
O108579,C10579,2026-01-16 00:53:49.631991+00:00,268.5,EUR,refunded
O108580,C10580,2026-01-16 01:00:49.631991+00:00,270.0,EUR,completed
O108581,C10581,2026-01-16 01:07:49.631991+00:00,271.5,EUR,completed
O108582,C10582,2026-01-16 01:14:49.631991+00:00,273.0,EUR,completed
O108583,C10583,2026-01-16 01:21:49.631991+00:00,274.5,EUR,completed
O108584,C10584,2026-01-16 01:28:49.631991+00:00,276.0,EUR,completed
O108585,C10585,2026-01-16 01:35:49.631991+00:00,277.5,EUR,completed
O108586,C10586,2026-01-16 01:42:49.631991+00:00,279.0,EUR,completed
O108587,C10587,2026-01-16 01:49:49.631991+00:00,280.5,EUR,completed
O108588,C10588,2026-01-16 01:56:49.631991+00:00,282.0,EUR,completed
O108589,C10589,2026-01-16 02:03:49.631991+00:00,283.5,EUR,completed
O108590,C10590,2026-01-16 02:10:49.631991+00:00,285.0,EUR,completed
O108591,C10591,2026-01-16 02:17:49.631991+00:00,286.5,EUR,completed
O108592,C10592,2026-01-16 02:24:49.631991+00:00,288.0,EUR,completed
O108593,C10593,2026-01-16 02:31:49.631991+00:00,289.5,EUR,completed
O108594,C10594,2026-01-16 02:38:49.631991+00:00,291.0,EUR,cancelled
O108595,C10595,2026-01-16 02:45:49.631991+00:00,292.5,EUR,refunded
O108596,C10596,2026-01-16 02:52:49.631991+00:00,294.0,EUR,completed
O108597,C10597,2026-01-16 02:59:49.631991+00:00,295.5,EUR,completed
O108598,C10598,2026-01-16 03:06:49.631991+00:00,297.0,EUR,completed
O108599,C10599,2026-01-16 03:13:49.631991+00:00,298.5,EUR,completed
O108600,C10600,2026-01-16 03:20:49.631991+00:00,0.0,EUR,cancelled
O108601,C10601,2026-01-16 03:27:49.631991+00:00,1.5,EUR,completed
O108602,C10602,2026-01-16 03:34:49.631991+00:00,3.0,EUR,completed
O108603,C10603,2026-01-16 03:41:49.631991+00:00,4.5,EUR,completed
O108604,C10604,2026-01-16 03:48:49.631991+00:00,6.0,EUR,completed
O108605,C10605,2026-01-16 03:55:49.631991+00:00,7.5,EUR,completed
O108606,C10606,2026-01-16 04:02:49.631991+00:00,9.0,EUR,cancelled
O108607,C10607,2026-01-16 04:09:49.631991+00:00,10.5,EUR,completed
O108608,C10608,2026-01-16 04:16:49.631991+00:00,12.0,EUR,completed
O108609,C10609,2026-01-16 04:23:49.631991+00:00,13.5,EUR,completed
O108610,C10610,2026-01-16 04:30:49.631991+00:00,15.0,EUR,completed
O108611,C10611,2026-01-16 04:37:49.631991+00:00,16.5,EUR,completed
O108612,C10612,2026-01-16 04:44:49.631991+00:00,18.0,EUR,completed
O108613,C10613,2026-01-16 04:51:49.631991+00:00,19.5,EUR,completed
O108614,C10614,2026-01-16 04:58:49.631991+00:00,21.0,EUR,completed
O108615,C10615,2026-01-16 05:05:49.631991+00:00,22.5,EUR,cancelled
O108616,C10616,2026-01-16 05:12:49.631991+00:00,24.0,EUR,completed
O108617,C10617,2026-01-16 05:19:49.631991+00:00,25.5,EUR,completed
O108618,C10618,2026-01-16 05:26:49.631991+00:00,27.0,EUR,completed
O108619,C10619,2026-01-16 05:33:49.631991+00:00,28.5,EUR,completed
O108620,C10620,2026-01-16 05:40:49.631991+00:00,30.0,EUR,completed
O108621,C10621,2026-01-16 05:47:49.631991+00:00,31.5,EUR,completed
O108622,C10622,2026-01-16 05:54:49.631991+00:00,33.0,EUR,completed
O108623,C10623,2026-01-16 06:01:49.631991+00:00,34.5,EUR,completed
O108624,C10624,2026-01-16 06:08:49.631991+00:00,36.0,EUR,completed
O108625,C10625,2026-01-16 06:15:49.631991+00:00,37.5,EUR,completed
O108626,C10626,2026-01-16 06:22:49.631991+00:00,39.0,EUR,completed
O108627,C10627,2026-01-16 06:29:49.631991+00:00,40.5,EUR,completed
O108628,C10628,2026-01-16 06:36:49.631991+00:00,42.0,EUR,completed
O108629,C10629,2026-01-16 06:43:49.631991+00:00,43.5,EUR,completed
O108630,C10630,2026-01-16 06:50:49.631991+00:00,45.0,EUR,completed
O108631,C10631,2026-01-16 06:57:49.631991+00:00,46.5,EUR,completed
O108632,C10632,2026-01-16 07:04:49.631991+00:00,48.0,EUR,completed
O108633,C10633,2026-01-16 07:11:49.631991+00:00,49.5,EUR,completed
O108634,C10634,2026-01-16 07:18:49.631991+00:00,51.0,EUR,completed
O108635,C10635,2026-01-16 07:25:49.631991+00:00,52.5,EUR,completed
O108636,C10636,2026-01-16 07:32:49.631991+00:00,54.0,EUR,completed
O108637,C10637,2026-01-16 07:39:49.631991+00:00,55.5,EUR,completed
O108638,C10638,2026-01-16 07:46:49.631991+00:00,57.0,EUR,completed
O108639,C10639,2026-01-16 07:53:49.631991+00:00,58.5,EUR,completed
O108640,C10640,2026-01-16 08:00:49.631991+00:00,60.0,EUR,completed
O108641,C10641,2026-01-16 08:07:49.631991+00:00,61.5,EUR,completed
O108642,C10642,2026-01-16 08:14:49.631991+00:00,63.0,EUR,completed
O108643,C10643,2026-01-16 08:21:49.631991+00:00,64.5,EUR,cancelled
O108644,C10644,2026-01-16 08:28:49.631991+00:00,66.0,EUR,completed
O108645,C10645,2026-01-16 08:35:49.631991+00:00,67.5,EUR,cancelled
O108646,C10646,2026-01-16 08:42:49.631991+00:00,69.0,EUR,cancelled
O108647,C10647,2026-01-16 08:49:49.631991+00:00,70.5,EUR,completed
O108648,C10648,2026-01-16 08:56:49.631991+00:00,72.0,EUR,completed
O108649,C10649,2026-01-16 09:03:49.631991+00:00,73.5,EUR,cancelled
O108650,C10650,2026-01-16 09:10:49.631991+00:00,75.0,EUR,cancelled
O108651,C10651,2026-01-16 09:17:49.631991+00:00,76.5,EUR,completed
O108652,C10652,2026-01-16 09:24:49.631991+00:00,78.0,EUR,completed
O108653,C10653,2026-01-16 09:31:49.631991+00:00,79.5,EUR,completed
O108654,C10654,2026-01-16 09:38:49.631991+00:00,81.0,EUR,completed
O108655,C10655,2026-01-16 09:45:49.631991+00:00,82.5,EUR,completed
O108656,C10656,2026-01-16 09:52:49.631991+00:00,84.0,EUR,cancelled
O108657,C10657,2026-01-16 09:59:49.631991+00:00,85.5,EUR,completed
O108658,C10658,2026-01-16 10:06:49.631991+00:00,87.0,EUR,completed
O108659,C10659,2026-01-16 10:13:49.631991+00:00,88.5,EUR,cancelled
O108660,C10660,2026-01-16 10:20:49.631991+00:00,90.0,EUR,completed
O108661,C10661,2026-01-16 10:27:49.631991+00:00,91.5,EUR,completed
O108662,C10662,2026-01-16 10:34:49.631991+00:00,93.0,EUR,completed
O108663,C10663,2026-01-16 10:41:49.631991+00:00,94.5,EUR,completed
O108664,C10664,2026-01-16 10:48:49.631991+00:00,96.0,EUR,completed
O108665,C10665,2026-01-16 10:55:49.631991+00:00,97.5,EUR,completed
O108666,C10666,2026-01-16 11:02:49.631991+00:00,99.0,EUR,completed
O108667,C10667,2026-01-16 11:09:49.631991+00:00,100.5,EUR,completed
O108668,C10668,2026-01-16 11:16:49.631991+00:00,102.0,EUR,completed
O108669,C10669,2026-01-16 11:23:49.631991+00:00,103.5,EUR,completed
O108670,C10670,2026-01-16 11:30:49.631991+00:00,105.0,EUR,completed
O108671,C10671,2026-01-16 11:37:49.631991+00:00,106.5,EUR,completed
O108672,C10672,2026-01-16 11:44:49.631991+00:00,108.0,EUR,completed
O108673,C10673,2026-01-16 11:51:49.631991+00:00,109.5,EUR,refunded
O108674,C10674,2026-01-16 11:58:49.631991+00:00,111.0,EUR,completed
O108675,C10675,2026-01-16 12:05:49.631991+00:00,112.5,EUR,completed
O108676,C10676,2026-01-16 12:12:49.631991+00:00,114.0,EUR,completed
O108677,C10677,2026-01-16 12:19:49.631991+00:00,115.5,EUR,completed
O108678,C10678,2026-01-16 12:26:49.631991+00:00,117.0,EUR,completed
O108679,C10679,2026-01-16 12:33:49.631991+00:00,118.5,EUR,completed
O108680,C10680,2026-01-16 12:40:49.631991+00:00,120.0,EUR,completed
O108681,C10681,2026-01-16 12:47:49.631991+00:00,121.5,EUR,completed
O108682,C10682,2026-01-16 12:54:49.631991+00:00,123.0,EUR,completed
O108683,C10683,2026-01-16 13:01:49.631991+00:00,124.5,EUR,completed
O108684,C10684,2026-01-16 13:08:49.631991+00:00,126.0,EUR,completed
O108685,C10685,2026-01-16 13:15:49.631991+00:00,127.5,EUR,cancelled
O108686,C10686,2026-01-16 13:22:49.631991+00:00,129.0,EUR,completed
O108687,C10687,2026-01-16 13:29:49.631991+00:00,130.5,EUR,completed
O108688,C10688,2026-01-16 13:36:49.631991+00:00,132.0,EUR,completed
O108689,C10689,2026-01-16 13:43:49.631991+00:00,133.5,EUR,completed
O108690,C10690,2026-01-16 13:50:49.631991+00:00,135.0,EUR,cancelled
O108691,C10691,2026-01-16 13:57:49.631991+00:00,136.5,EUR,completed
O108692,C10692,2026-01-16 14:04:49.631991+00:00,138.0,EUR,completed
O108693,C10693,2026-01-16 14:11:49.631991+00:00,139.5,EUR,completed
O108694,C10694,2026-01-16 14:18:49.631991+00:00,141.0,EUR,completed
O108695,C10695,2026-01-16 14:25:49.631991+00:00,142.5,EUR,completed
O108696,C10696,2026-01-16 14:32:49.631991+00:00,144.0,EUR,cancelled
O108697,C10697,2026-01-16 14:39:49.631991+00:00,145.5,EUR,completed
O108698,C10698,2026-01-16 14:46:49.631991+00:00,147.0,EUR,completed
O108699,C10699,2026-01-16 14:53:49.631991+00:00,148.5,EUR,completed
O108700,C10700,2026-01-16 15:00:49.631991+00:00,-10.0,EUR,completed
O108701,C10701,2026-01-16 15:07:49.631991+00:00,151.5,EUR,completed
O108702,C10702,2026-01-16 15:14:49.631991+00:00,153.0,EUR,completed
O108703,C10703,2026-01-16 15:21:49.631991+00:00,154.5,EUR,completed
O108704,C10704,2026-01-16 15:28:49.631991+00:00,156.0,EUR,completed
O108705,C10705,2026-01-16 15:35:49.631991+00:00,157.5,EUR,completed
O108706,C10706,2026-01-16 15:42:49.631991+00:00,159.0,EUR,completed
O108707,C10707,2026-01-16 15:49:49.631991+00:00,160.5,EUR,completed
O108708,C10708,2026-01-16 15:56:49.631991+00:00,162.0,EUR,completed
O108709,C10709,2026-01-16 16:03:49.631991+00:00,163.5,EUR,completed
O108710,C10710,2026-01-16 16:10:49.631991+00:00,165.0,EUR,completed
O108711,C10711,2026-01-16 16:17:49.631991+00:00,166.5,EUR,completed
O108712,C10712,2026-01-16 16:24:49.631991+00:00,168.0,EUR,completed
O108713,C10713,2026-01-16 16:31:49.631991+00:00,169.5,EUR,completed
O108714,C10714,2026-01-16 16:38:49.631991+00:00,171.0,EUR,cancelled
O108715,C10715,2026-01-16 16:45:49.631991+00:00,172.5,EUR,completed
O108716,C10716,2026-01-16 16:52:49.631991+00:00,174.0,EUR,completed
O108717,C10717,2026-01-16 16:59:49.631991+00:00,175.5,EUR,completed
O108718,C10718,2026-01-16 17:06:49.631991+00:00,177.0,EUR,completed
O108719,C10719,2026-01-16 17:13:49.631991+00:00,178.5,EUR,cancelled
O108720,C10720,2026-01-16 17:20:49.631991+00:00,180.0,EUR,completed
O108721,C10721,2026-01-16 17:27:49.631991+00:00,181.5,EUR,completed
O108722,C10722,2026-01-16 17:34:49.631991+00:00,183.0,EUR,completed
O108723,C10723,2026-01-16 17:41:49.631991+00:00,184.5,EUR,completed
O108724,C10724,2026-01-16 17:48:49.631991+00:00,186.0,EUR,completed
O108725,C10725,2026-01-16 17:55:49.631991+00:00,187.5,EUR,completed
O108726,C10726,2026-01-16 18:02:49.631991+00:00,189.0,EUR,completed
O108727,C10727,2026-01-16 18:09:49.631991+00:00,190.5,EUR,completed
O108728,C10728,2026-01-16 18:16:49.631991+00:00,192.0,EUR,completed
O108729,C10729,2026-01-16 18:23:49.631991+00:00,193.5,EUR,completed
O108730,C10730,2026-01-16 18:30:49.631991+00:00,195.0,EUR,completed
O108731,C10731,2026-01-16 18:37:49.631991+00:00,196.5,EUR,completed
O108732,C10732,2026-01-16 18:44:49.631991+00:00,198.0,EUR,completed
O108733,C10733,2026-01-16 18:51:49.631991+00:00,199.5,EUR,completed
O108734,C10734,2026-01-16 18:58:49.631991+00:00,201.0,EUR,completed
O108735,C10735,2026-01-16 19:05:49.631991+00:00,202.5,EUR,completed
O108736,C10736,2026-01-16 19:12:49.631991+00:00,204.0,EUR,completed
O108737,C10737,2026-01-16 19:19:49.631991+00:00,205.5,EUR,completed
O108738,C10738,2026-01-16 19:26:49.631991+00:00,207.0,EUR,completed
O108739,C10739,2026-01-16 19:33:49.631991+00:00,208.5,EUR,completed
O108740,C10740,2026-01-16 19:40:49.631991+00:00,210.0,EUR,completed
O108741,C10741,2026-01-16 19:47:49.631991+00:00,211.5,EUR,completed
O108742,C10742,2026-01-16 19:54:49.631991+00:00,213.0,EUR,completed
O108743,C10743,2026-01-16 20:01:49.631991+00:00,-10.0,EUR,completed
O108744,C10744,2026-01-16 20:08:49.631991+00:00,216.0,EUR,completed
O108745,C10745,2026-01-16 20:15:49.631991+00:00,217.5,EUR,refunded
O108746,C10746,2026-01-16 20:22:49.631991+00:00,219.0,EUR,cancelled
O108747,C10747,2026-01-16 20:29:49.631991+00:00,220.5,EUR,completed
O108748,C10748,2026-01-16 20:36:49.631991+00:00,222.0,EUR,cancelled
O108749,C10749,2026-01-16 20:43:49.631991+00:00,223.5,EUR,completed
O108750,C10750,2026-01-16 20:50:49.631991+00:00,225.0,EUR,completed
O108751,C10751,2026-01-16 20:57:49.631991+00:00,226.5,EUR,completed
O108752,C10752,2026-01-16 21:04:49.631991+00:00,-10.0,EUR,completed
O108753,C10753,2026-01-16 21:11:49.631991+00:00,229.5,EUR,cancelled
O108754,C10754,2026-01-16 21:18:49.631991+00:00,231.0,EUR,completed
O108755,C10755,2026-01-16 21:25:49.631991+00:00,232.5,EUR,completed
O108756,C10756,2026-01-16 21:32:49.631991+00:00,234.0,EUR,completed
O108757,C10757,2026-01-16 21:39:49.631991+00:00,235.5,EUR,completed
O108758,C10758,2026-01-16 21:46:49.631991+00:00,237.0,EUR,completed
O108759,C10759,2026-01-16 21:53:49.631991+00:00,238.5,EUR,completed
O108760,C10760,2026-01-16 22:00:49.631991+00:00,240.0,EUR,completed
O108761,C10761,2026-01-16 22:07:49.631991+00:00,241.5,EUR,cancelled
O108762,C10762,2026-01-16 22:14:49.631991+00:00,243.0,EUR,completed
O108763,C10763,2026-01-16 22:21:49.631991+00:00,244.5,EUR,completed
O108764,C10764,2026-01-16 22:28:49.631991+00:00,246.0,EUR,completed
O108765,C10765,2026-01-16 22:35:49.631991+00:00,247.5,EUR,completed
O108766,C10766,2026-01-16 22:42:49.631991+00:00,249.0,EUR,completed
O108767,C10767,2026-01-16 22:49:49.631991+00:00,250.5,EUR,completed
O108768,C10768,2026-01-16 22:56:49.631991+00:00,252.0,EUR,completed
O108769,C10769,2026-01-16 23:03:49.631991+00:00,253.5,EUR,completed
O108770,C10770,2026-01-16 23:10:49.631991+00:00,255.0,EUR,completed
O108771,C10771,2026-01-16 23:17:49.631991+00:00,256.5,EUR,completed
O108772,C10772,2026-01-16 23:24:49.631991+00:00,258.0,EUR,completed
O108773,C10773,2026-01-16 23:31:49.631991+00:00,259.5,EUR,completed
O108774,C10774,2026-01-16 23:38:49.631991+00:00,261.0,EUR,completed
O108775,C10775,2026-01-16 23:45:49.631991+00:00,262.5,EUR,completed
O108776,C10776,2026-01-16 23:52:49.631991+00:00,264.0,EUR,completed
O108777,C10777,2026-01-16 23:59:49.631991+00:00,265.5,EUR,completed
O108778,C10778,2026-01-17 00:06:49.631991+00:00,267.0,EUR,completed
O108779,C10779,2026-01-17 00:13:49.631991+00:00,268.5,EUR,completed
O108780,C10780,2026-01-17 00:20:49.631991+00:00,270.0,EUR,cancelled
O108781,C10781,2026-01-17 00:27:49.631991+00:00,271.5,EUR,completed
O108782,C10782,2026-01-17 00:34:49.631991+00:00,273.0,EUR,completed
O108783,C10783,2026-01-17 00:41:49.631991+00:00,274.5,EUR,completed
O108784,C10784,2026-01-17 00:48:49.631991+00:00,276.0,EUR,completed
O108785,C10785,2026-01-17 00:55:49.631991+00:00,277.5,EUR,completed
O108786,C10786,2026-01-17 01:02:49.631991+00:00,279.0,EUR,cancelled
O108787,C10787,2026-01-17 01:09:49.631991+00:00,280.5,EUR,completed
O108788,C10788,2026-01-17 01:16:49.631991+00:00,282.0,EUR,completed
O108789,C10789,2026-01-17 01:23:49.631991+00:00,283.5,EUR,completed
O108790,C10790,2026-01-17 01:30:49.631991+00:00,285.0,EUR,completed
O108791,C10791,2026-01-17 01:37:49.631991+00:00,286.5,EUR,completed
O108792,C10792,2026-01-17 01:44:49.631991+00:00,288.0,EUR,completed
O108793,C10793,2026-01-17 01:51:49.631991+00:00,289.5,EUR,completed
O108794,C10794,2026-01-17 01:58:49.631991+00:00,291.0,EUR,completed
O108795,C10795,2026-01-17 02:05:49.631991+00:00,292.5,EUR,completed
O108796,C10796,2026-01-17 02:12:49.631991+00:00,294.0,EUR,completed
O108797,C10797,2026-01-17 02:19:49.631991+00:00,295.5,EUR,completed
O108798,C10798,2026-01-17 02:26:49.631991+00:00,297.0,EUR,completed
O108799,C10799,2026-01-17 02:33:49.631991+00:00,298.5,EUR,completed
O108800,C10000,2026-01-17 02:40:49.631991+00:00,0.0,EUR,completed
O108801,C10001,2026-01-17 02:47:49.631991+00:00,1.5,EUR,completed
O108802,C10002,2026-01-17 02:54:49.631991+00:00,3.0,EUR,completed
O108803,C10003,2026-01-17 03:01:49.631991+00:00,4.5,EUR,completed
O108804,C10004,2026-01-17 03:08:49.631991+00:00,6.0,EUR,completed
O108805,C10005,2026-01-17 03:15:49.631991+00:00,7.5,EUR,completed
O108806,C10006,2026-01-17 03:22:49.631991+00:00,9.0,EUR,completed
O108807,C10007,2026-01-17 03:29:49.631991+00:00,10.5,EUR,completed
O108808,C10008,2026-01-17 03:36:49.631991+00:00,12.0,EUR,cancelled
O108809,C10009,2026-01-17 03:43:49.631991+00:00,13.5,EUR,completed
O108810,C10010,2026-01-17 03:50:49.631991+00:00,15.0,EUR,completed
O108811,C10011,2026-01-17 03:57:49.631991+00:00,16.5,EUR,completed
O108812,C10012,2026-01-17 04:04:49.631991+00:00,18.0,EUR,completed
O108813,C10013,2026-01-17 04:11:49.631991+00:00,19.5,EUR,completed
O108814,C10014,2026-01-17 04:18:49.631991+00:00,21.0,EUR,completed
O108815,C10015,2026-01-17 04:25:49.631991+00:00,22.5,EUR,completed
O108816,C10016,2026-01-17 04:32:49.631991+00:00,24.0,EUR,completed
O108817,C10017,2026-01-17 04:39:49.631991+00:00,25.5,EUR,completed
O108818,C10018,2026-01-17 04:46:49.631991+00:00,27.0,EUR,completed
O108819,C10019,2026-01-17 04:53:49.631991+00:00,28.5,EUR,completed
O108820,C10020,2026-01-17 05:00:49.631991+00:00,30.0,EUR,completed
O108821,C10021,2026-01-17 05:07:49.631991+00:00,31.5,EUR,completed
O108822,C10022,2026-01-17 05:14:49.631991+00:00,33.0,EUR,completed
O108823,C10023,2026-01-17 05:21:49.631991+00:00,34.5,EUR,cancelled
O108824,C10024,2026-01-17 05:28:49.631991+00:00,36.0,EUR,completed
O108825,C10025,2026-01-17 05:35:49.631991+00:00,37.5,EUR,completed
O108826,C10026,2026-01-17 05:42:49.631991+00:00,39.0,EUR,completed
O108827,C10027,2026-01-17 05:49:49.631991+00:00,40.5,EUR,completed
O108828,C10028,2026-01-17 05:56:49.631991+00:00,42.0,EUR,completed
O108829,C10029,2026-01-17 06:03:49.631991+00:00,43.5,EUR,completed
O108830,C10030,2026-01-17 06:10:49.631991+00:00,45.0,EUR,completed
O108831,C10031,2026-01-17 06:17:49.631991+00:00,46.5,EUR,completed
O108832,C10032,2026-01-17 06:24:49.631991+00:00,48.0,EUR,completed
O108833,C10033,2026-01-17 06:31:49.631991+00:00,49.5,EUR,completed
O108834,C10034,2026-01-17 06:38:49.631991+00:00,51.0,EUR,refunded
O108835,C10035,2026-01-17 06:45:49.631991+00:00,52.5,EUR,cancelled
O108836,C10036,2026-01-17 06:52:49.631991+00:00,54.0,EUR,completed
O108837,C10037,2026-01-17 06:59:49.631991+00:00,55.5,EUR,completed
O108838,C10038,2026-01-17 07:06:49.631991+00:00,57.0,EUR,refunded
O108839,C10039,2026-01-17 07:13:49.631991+00:00,58.5,EUR,cancelled
O108840,C10040,2026-01-17 07:20:49.631991+00:00,60.0,EUR,completed
O108841,C10041,2026-01-17 07:27:49.631991+00:00,61.5,EUR,completed
O108842,C10042,2026-01-17 07:34:49.631991+00:00,63.0,EUR,refunded
O108843,C10043,2026-01-17 07:41:49.631991+00:00,64.5,EUR,completed
O108844,C10044,2026-01-17 07:48:49.631991+00:00,66.0,EUR,completed
O108845,C10045,2026-01-17 07:55:49.631991+00:00,67.5,EUR,completed
O108846,C10046,2026-01-17 08:02:49.631991+00:00,69.0,EUR,completed
O108847,C10047,2026-01-17 08:09:49.631991+00:00,70.5,EUR,completed
O108848,C10048,2026-01-17 08:16:49.631991+00:00,72.0,EUR,completed
O108849,C10049,2026-01-17 08:23:49.631991+00:00,73.5,EUR,completed
O108850,C10050,2026-01-17 08:30:49.631991+00:00,75.0,EUR,completed
O108851,C10051,2026-01-17 08:37:49.631991+00:00,76.5,EUR,completed
O108852,C10052,2026-01-17 08:44:49.631991+00:00,78.0,EUR,completed
O108853,C10053,2026-01-17 08:51:49.631991+00:00,79.5,EUR,completed
O108854,C10054,2026-01-17 08:58:49.631991+00:00,81.0,EUR,completed
O108855,C10055,2026-01-17 09:05:49.631991+00:00,82.5,EUR,completed
O108856,C10056,2026-01-17 09:12:49.631991+00:00,84.0,EUR,completed
O108857,C10057,2026-01-17 09:19:49.631991+00:00,85.5,EUR,completed
O108858,C10058,2026-01-17 09:26:49.631991+00:00,87.0,EUR,completed
O108859,C10059,2026-01-17 09:33:49.631991+00:00,88.5,EUR,completed
O108860,C10060,2026-01-17 09:40:49.631991+00:00,90.0,EUR,cancelled
O108861,C10061,2026-01-17 09:47:49.631991+00:00,91.5,EUR,completed
O108862,C10062,2026-01-17 09:54:49.631991+00:00,93.0,EUR,completed
O108863,,2026-01-17 10:01:49.631991+00:00,94.5,EUR,completed
O108864,C10064,2026-01-17 10:08:49.631991+00:00,96.0,EUR,cancelled
O108865,C10065,2026-01-17 10:15:49.631991+00:00,97.5,EUR,completed
O108866,C10066,2026-01-17 10:22:49.631991+00:00,99.0,EUR,completed
O108867,C10067,2026-01-17 10:29:49.631991+00:00,100.5,EUR,completed
O108868,C10068,2026-01-17 10:36:49.631991+00:00,102.0,EUR,completed
O108869,C10069,2026-01-17 10:43:49.631991+00:00,103.5,EUR,completed
O108870,C10070,2026-01-17 10:50:49.631991+00:00,105.0,EUR,completed
O108871,C10071,2026-01-17 10:57:49.631991+00:00,106.5,EUR,completed
O108872,C10072,2026-01-17 11:04:49.631991+00:00,108.0,EUR,completed
O108873,C10073,2026-01-17 11:11:49.631991+00:00,109.5,EUR,completed
O108874,C10074,2026-01-17 11:18:49.631991+00:00,111.0,EUR,completed
O108875,C10075,2026-01-17 11:25:49.631991+00:00,112.5,EUR,completed
O108876,C10076,2026-01-17 11:32:49.631991+00:00,114.0,EUR,completed
O108877,C10077,2026-01-17 11:39:49.631991+00:00,115.5,EUR,completed
O108878,C10078,2026-01-17 11:46:49.631991+00:00,117.0,EUR,cancelled
O108879,C10079,2026-01-17 11:53:49.631991+00:00,118.5,EUR,completed
O108880,C10080,2026-01-17 12:00:49.631991+00:00,120.0,EUR,completed
O108881,C10081,2026-01-17 12:07:49.631991+00:00,121.5,EUR,completed
O108882,C10082,2026-01-17 12:14:49.631991+00:00,123.0,EUR,completed
O108883,C10083,2026-01-17 12:21:49.631991+00:00,124.5,EUR,completed
O108884,C10084,2026-01-17 12:28:49.631991+00:00,126.0,EUR,completed
O108885,C10085,2026-01-17 12:35:49.631991+00:00,127.5,EUR,completed
O108886,C10086,2026-01-17 12:42:49.631991+00:00,129.0,EUR,completed
O108887,C10087,2026-01-17 12:49:49.631991+00:00,130.5,EUR,refunded
O108888,C10088,2026-01-17 12:56:49.631991+00:00,132.0,EUR,completed
O108889,C10089,2026-01-17 13:03:49.631991+00:00,133.5,EUR,completed
O108890,C10090,2026-01-17 13:10:49.631991+00:00,135.0,EUR,completed
O108891,C10091,2026-01-17 13:17:49.631991+00:00,136.5,EUR,completed
O108892,C10092,2026-01-17 13:24:49.631991+00:00,138.0,EUR,completed
O108893,C10093,2026-01-17 13:31:49.631991+00:00,139.5,EUR,completed
O108894,C10094,2026-01-17 13:38:49.631991+00:00,141.0,EUR,refunded
O108895,C10095,2026-01-17 13:45:49.631991+00:00,142.5,EUR,completed
O108896,C10096,2026-01-17 13:52:49.631991+00:00,144.0,EUR,completed
O108897,C10097,2026-01-17 13:59:49.631991+00:00,145.5,EUR,completed
O108898,C10098,2026-01-17 14:06:49.631991+00:00,147.0,EUR,cancelled
O108899,C10099,2026-01-17 14:13:49.631991+00:00,148.5,EUR,completed
O108900,C10100,2026-01-17 14:20:49.631991+00:00,150.0,EUR,completed
O108901,C10101,2026-01-17 14:27:49.631991+00:00,151.5,EUR,completed
O108902,C10102,2026-01-17 14:34:49.631991+00:00,153.0,EUR,completed
O108903,C10103,2026-01-17 14:41:49.631991+00:00,154.5,EUR,completed
O108904,C10104,2026-01-17 14:48:49.631991+00:00,156.0,EUR,completed
O108905,C10105,2026-01-17 14:55:49.631991+00:00,157.5,EUR,completed
O108906,C10106,2026-01-17 15:02:49.631991+00:00,159.0,EUR,completed
O108907,C10107,2026-01-17 15:09:49.631991+00:00,160.5,EUR,completed
O108908,C10108,2026-01-17 15:16:49.631991+00:00,162.0,EUR,completed
O108909,C10109,2026-01-17 15:23:49.631991+00:00,163.5,EUR,completed
O108910,C10110,2026-01-17 15:30:49.631991+00:00,165.0,EUR,cancelled
O108911,C10111,2026-01-17 15:37:49.631991+00:00,166.5,EUR,completed
O108912,C10112,2026-01-17 15:44:49.631991+00:00,168.0,EUR,refunded
O108913,C10113,2026-01-17 15:51:49.631991+00:00,169.5,EUR,completed
O108914,C10114,2026-01-17 15:58:49.631991+00:00,171.0,EUR,completed
O108915,C10115,2026-01-17 16:05:49.631991+00:00,172.5,EUR,completed
O108916,C10116,2026-01-17 16:12:49.631991+00:00,174.0,EUR,completed
